"yORF"	"GFP tagged?"	"GFP visualized?"	"TAP visualized?"	"abundance"	"error"	"localization summary"	"ambiguous"	"mitochondrion"	"vacuole"	"spindle pole"	"cell periphery"	"punctate composite"	"vacuolar membrane"	"ER"	"nuclear periphery"	"endosome"	"bud neck"	"microtubule"	"Golgi"	"late Golgi"	"peroxisome"	"actin"	"nucleolus"	"cytoplasm"	"ER to Golgi"	"early Golgi"	"lipid particle"	"nucleus"	"bud"
"YER060W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER060w-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER065C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER066C-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER066W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER076C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER082C"	"tagged"	"not visualized"	"TAP visualized"	5800	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER085C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER087W"	"tagged"	"not visualized"	"TAP visualized"	477	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER091C-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER093C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER093C-A"	"tagged"	"not visualized"	"TAP visualized"	1840	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER094C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER096W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER097W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER106W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER109C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER115C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER119C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER119C-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER121W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER125W"	"not tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER127W"	"tagged"	"not visualized"	"TAP visualized"	1430	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER130C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER135C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER137C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER144C"	"tagged"	"not visualized"	"TAP visualized"	300	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER146W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER158C"	"tagged"	"not visualized"	"TAP visualized"	784	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER179W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER180C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER181C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER184C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER185W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER186C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER186W-A"	"not tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER187W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER188W"	"tagged"	"not visualized"	"TAP visualized"	"low signal"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER189W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YER190W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL003C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL005W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL009W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL010W-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL011W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL012W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL012W-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL015C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL019C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL020C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL022C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL032W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL037W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL038C"	"not tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL039C"	"not tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL040W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL042C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL043C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL050C"	"tagged"	"not visualized"	"TAP visualized"	2130	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL051C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL052W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL053W"	"tagged"	"not visualized"	"TAP visualized"	"low signal"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL054C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL055W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL056C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL057C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL058W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL059W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL060C"	"tagged"	"not visualized"	"TAP visualized"	195	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL061W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL063W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL064C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL065C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL066C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL067W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFL068W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR003C"	"tagged"	"not visualized"	"TAP visualized"	1080	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR007W"	"tagged"	"not visualized"	"TAP visualized"	161	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR012W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR012W-A"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR018C"	"tagged"	"not visualized"	"TAP visualized"	3970	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR020W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR022W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR023W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR026C"	"tagged"	"not visualized"	"TAP visualized"	721	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR029W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR032C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR035C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR038W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR042W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR043C"	"tagged"	"not visualized"	"TAP visualized"	"low signal"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR045W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR054C"	"tagged"	"not visualized"	"TAP visualized"	300	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR055W"	"tagged"	"not visualized"	"TAP visualized"	2610	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR056C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YFR057W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL002W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL003C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL007W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL015C"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL024W"	"tagged"	"not visualized"	"not TAP visualized"	"not visualized"	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YGL027C"	"tagged"	"not visualized"	"TAP visualized"	2840	"NA"		"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
