	complex name: list	gene id: list	data source: list	gene name: list
356	RNA polymerase II complex	YBR154C,YDL115C,YDL140C,YDR404C,YGL043W,YGL070C,YGR005C,YGR063C,YGR186W,YIL021W,YJL140W,YML010W,YOL005C,YOR151C,YOR210W,YOR224C,YPL129W,YPR187W	benchshop	DST1,IWR1,RPB10,RPB11,RPB2,RPB3,RPB4,RPB5,RPB7,RPB8,RPB9,RPO21,RPO26,SPT4,SPT5,TAF14,TFG1,TFG2
357	DNA-directed RNA polymerase II complex	YBR154C,YDL140C,YGL070C,YHR143W-A,YIL021W,YOL005C,YOR151C,YOR210W,YOR224C,YPR187W	complex portal	RPB10,RPB11,RPB2,RPB3,RPB5,RPB8,RPB9,RPC10,RPO21,RPO26
358	DNA-directed RNA polymerase III complex	YBR154C,YDL150W,YDR045C,YHR143W-A,YJL011C,YKL144C,YKR025W,YNL113W,YNL151C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C	complex portal	RET1,RPB10,RPB5,RPB8,RPC10,RPC11,RPC17,RPC19,RPC25,RPC31,RPC34,RPC37,RPC40,RPC53,RPC82,RPO26,RPO31
359	RNA polymerase III complex	YBR154C,YDL150W,YDR045C,YJL011C,YKL144C,YKR025W,YNL113W,YNL151C,YNR003C,YOR116C,YOR207C,YOR210W,YOR224C,YPR110C,YPR187W,YPR190C	benchshop	RET1,RPB10,RPB5,RPB8,RPC11,RPC17,RPC19,RPC25,RPC31,RPC34,RPC37,RPC40,RPC53,RPC82,RPO26,RPO31
360	DNA-directed RNA Polymerase I complex,RNA polymerase I complex	YBR154C,YDR156W,YHR143W-A,YJL148W,YJR063W,YNL113W,YNL248C,YOR210W,YOR224C,YOR340C,YOR341W,YPR010C,YPR110C,YPR187W	complex portal,benchshop	RPA12,RPA135,RPA14,RPA190,RPA34,RPA43,RPA49,RPB10,RPB5,RPB8,RPC10,RPC19,RPC40,RPO26
361	wodaklab complex#727	YBR156C,YFL046W	wodaklab	FMP32,SLI15
362	Chromosomal passenger complex	YBR156C,YHR199C-A,YJR089W,YPL209C	complex portal	BIR1,IPL1,NBL1,SLI15
363	wodaklab complex#276	YBR157C,YHL002W,YNR006W	wodaklab	HSE1,ICS2,VPS27
364	CLB3-CDC28 kinase complex	YBR160W,YDL155W	complex portal	CDC28,CLB3
365	CLB1-CDC28 kinase complex	YBR160W,YGR108W	complex portal	CDC28,CLB1
366	CLB6-CDC28 kinase complex	YBR160W,YGR109C	complex portal	CDC28,CLB6
367	CLB4-CDC28 kinase complex	YBR160W,YLR210W	complex portal	CDC28,CLB4
368	CLB2-CDC28 kinase complex	YBR160W,YPR119W	complex portal	CDC28,CLB2
369	CLB5-CDC28 kinase complex	YBR160W,YPR120C	complex portal	CDC28,CLB5
370	wodaklab complex#80	YBR162C,YGL213C,YIL173W,YKL023W,YLR398C,YPR189W	wodaklab	SKI2,SKI3,SKI8,TOS1,VTH1,YKL023W
371	NEO1-MON2-ARL1-DOP1 membrane remodeling complex	YBR164C,YDR141C,YIL048W,YNL297C	complex portal	ARL1,DOP1,MON2,NEO1
372	wodaklab complex#408	YBR165W,YER066W	wodaklab	RRT13,UBS1
373	wodaklab complex#132	YBR169C,YDR349C,YLR430W,YNL277W	wodaklab	MET2,SEN1,SSE2,YPS7
374	Cdc48-Npl4-Vms1 AAA ATPase complex	YBR170C,YDL126C,YDR049W	complex portal	CDC48,NPL4,VMS1
375	RQC complex	YBR170C,YDL126C,YDR333C,YGR048W,YMR247C,YPL009C	complex portal	CDC48,NPL4,RKR1,RQC1,TAE2,UFD1
376	CDC48-NPL4-UFD1 AAA ATPase complex,Cdc48-Ufd1-Npl4 complex	YBR170C,YDL126C,YGR048W	complex portal,benchshop	CDC48,NPL4,UFD1
377	Translocon complex	YBR171W,YDR086C,YER087C-B,YLR292C,YLR378C,YOR254C,YPL094C	complex portal	SBH1,SEC61,SEC62,SEC63,SEC66,SEC72,SSS1
378	wodaklab complex#86	YBR171W,YLR292C,YOL100W,YOR254C,YOR390W,YPL094C	wodaklab	PKH2,SEC62,SEC63,SEC66,SEC72,YOR390W
379	SEC62-SEC63 complex,endoplasmic reticulum Sec complex	YBR171W,YLR292C,YOR254C,YPL094C	complex portal,benchshop	SEC62,SEC63,SEC66,SEC72
380	wodaklab complex#548	YBR172C,YDL239C	wodaklab	ADY3,SMY2
381	Pba1-Pba2 complex	YBR173C,YKL206C,YLR199C	benchshop	ADD66,PBA1,UMP1
382	FZO1-MGM1-UGO1 complex	YBR179C,YDR470C,YOR211C	complex portal	FZO1,MGM1,UGO1
383	wodaklab complex#643	YBR180W,YGR241C	wodaklab	DTR1,YAP1802
384	wodaklab complex#170	YBR183W,YIL083C,YMR233W,YPR005C	wodaklab	CAB2,HAL1,TRI1,YPC1
385	putative Mba1-Ste50 complex	YBR185C,YCL032W	benchshop	MBA1,STE50
386	wodaklab complex#306	YBR185C,YCL032W,YLR362W	wodaklab	MBA1,STE11,STE50
387	NineTeen complex	YBR188C,YDR416W,YGR129W,YJR050W,YLL036C,YLR117C,YMR213W,YPR101W	complex portal	CEF1,CLF1,ISY1,NTC20,PRP19,SNT309,SYF1,SYF2
388	chromatin silencing complex (GO)	YBR195C,YDR227W,YKR101W,YLR442C	benchshop	MSI1,SIR1,SIR3,SIR4
389	Chromatin assembly factor 1 complex,CAF-1 complex,wodaklab complex#307	YBR195C,YML102W,YPR018W	complex portal,benchshop,wodaklab	CAC2,MSI1,RLF2
390	wodaklab complex#213	YBR196C,YLR044C,YOR090C	wodaklab	PDC1,PGI1,PTC5
391	wodaklab complex#314	YBR197C,YLR087C,YPL077C	wodaklab	CSF1,YBR197C,YPL077C
392	General transcription factor complex TFIID	YBR198C,YCR042C,YDR145W,YDR167W,YER148W,YGL112C,YGR274C,YML015C,YML098W,YML114C,YMR005W,YMR227C,YMR236W,YPL011C,YPL129W	complex portal	SPT15,TAF1,TAF10,TAF11,TAF12,TAF13,TAF14,TAF2,TAF3,TAF4,TAF5,TAF6,TAF7,TAF8,TAF9
393	transcription factor TFIID complex	YBR198C,YDR145W,YDR167W,YGL112C,YGR274C,YML015C,YML098W,YMR005W,YMR227C,YMR236W,YPL011C	benchshop	TAF1,TAF10,TAF11,TAF12,TAF13,TAF3,TAF4,TAF5,TAF6,TAF7,TAF9
394	wodaklab complex#252	YBR199W,YDL131W,YDL182W	wodaklab	KTR4,LYS20,LYS21
395	HRD1 ubiquitin ligase complex	YBR201W,YDR057W,YLR207W,YML013W,YML029W,YOL013C	complex portal	DER1,HRD1,HRD3,UBX2,USA1,YOS9
396	wodaklab complex#497	YBR201W,YOL022C	wodaklab	DER1,TSR4
397	putative Cdc47-Erg26 complex,wodaklab complex#461	YBR202W,YGL001C	benchshop,wodaklab	ERG26,MCM7
398	FET5-FTH1 high affinity iron exporter complex	YBR207W,YFL041W	complex portal	FET5,FTH1
399	wodaklab complex#533	YBR207W,YLR067C	wodaklab	FTH1,PET309
400	wodaklab complex#519	YBR210W,YJL180C	wodaklab	ATP12,ERV15
401	wodaklab complex#21	YBR211C,YDR254W,YDR318W,YDR383C,YER077C,YGR179C,YJL172W,YJR135C,YLR315W,YLR381W,YNL231C,YPL018W,YPR046W	wodaklab	AME1,CHL4,CPS1,CTF19,CTF3,MCM16,MCM21,MCM22,NKP1,NKP2,OKP1,PDR16,YER077C
402	COMA complex	YBR211C,YDR318W,YGR179C,YPL018W	complex portal	AME1,CTF19,MCM21,OKP1
403	wodaklab complex#561	YBR216C,YOL114C	wodaklab	YBP1,YOL114C
404	ATG12-ATG5-ATG16 complex	YBR217W,YMR159C,YPL149W	complex portal	ATG12,ATG16,ATG5
405	ATG12-ATG5 complex	YBR217W,YPL149W	complex portal	ATG12,ATG5
406	wodaklab complex#292	YBR218C,YBR298C,YGL062W	wodaklab	MAL31,PYC1,PYC2
407	putative Pyc1-Pyc2 isozyme complex	YBR218C,YGL062W	benchshop	PYC1,PYC2
408	wodaklab complex#554	YBR219C,YKL114C	wodaklab	APN1,YBR219C
409	Mitochondrial pyruvate dehydrogenase complex,wodaklab complex#127	YBR221C,YER178W,YFL018C,YGR193C,YNL071W	complex portal,wodaklab	LAT1,LPD1,PDA1,PDB1,PDX1
410	mitochondrial pyruvate dehydrogenase complex	YBR221C,YER178W,YGR193C,YNL071W	benchshop	LAT1,PDA1,PDB1,PDX1
411	wodaklab complex#93	YBR222C,YGR080W,YJL123C,YKL112W	wodaklab	ABF1,MTC1,PCS60,TWF1
412	putative Ybr225w-Mds3-Cdc25 complex	YBR225W,YGL197W,YLR310C	benchshop	CDC25,MDS3,YBR225W
413	wodaklab complex#116	YBR225W,YGL197W,YLR310C,YPR079W	wodaklab	CDC25,MDS3,MRL1,YBR225W
414	wodaklab complex#78	YBR227C,YER078C,YGL216W,YHL024W,YLR227C,YOL055C	wodaklab	ADY4,ICP55,KIP3,MCX1,RIM4,THI20
415	RTT107-SLX4-SLX1 complex	YBR228W,YHR154W,YLR135W	complex portal	RTT107,SLX1,SLX4
416	Slx1-Slx4 complex,Slx1-Slx4 complex (GO)	YBR228W,YLR135W	complex portal,benchshop	SLX1,SLX4
417	Glucosidase II complex,alpha-glucosidase II complex	YBR229C,YDR221W	complex portal,benchshop	GTB1,ROT2
418	wodaklab complex#219	YBR229C,YDR221W,YPR027C	wodaklab	GTB1,ROT2,YPR027C
419	DASH complex	YBR233W-A,YDR016C,YDR201W,YDR320C-A,YGL061C,YGR113W,YKL052C,YKL138C-A,YKR037C,YKR083C	complex portal	ASK1,DAD1,DAD2,DAD3,DAD4,DAM1,DUO1,HSK3,SPC19,SPC34
420	DASH complex	YBR233W-A,YDR016C,YDR201W,YGL061C,YGR113W,YKL052C,YKL138C-A,YKR037C,YKR083C	benchshop	ASK1,DAD1,DAD2,DAD3,DAM1,DUO1,HSK3,SPC19,SPC34
421	Arp2/3 complex,Arp2-3 protein complex,wodaklab complex#66	YBR234C,YDL029W,YIL062C,YJR065C,YKL013C,YLR370C,YNR035C	complex portal,benchshop,wodaklab	ARC15,ARC18,ARC19,ARC35,ARC40,ARP2,ARP3
422	DNA-directed RNA polymerase II, holoenzyme (GO)	YBR236C,YDL115C,YGR097W	benchshop	ABD1,ASK10,IWR1
423	Spliceosomal commitment complex	YBR237W	complex portal	PRP5
424	ISW1a chromatin remodeling complex	YBR245C,YFR013W	complex portal	IOC3,ISW1
425	wodaklab complex#164	YBR245C,YFR013W,YLR095C,YLR320W	wodaklab	IOC2,IOC3,ISW1,MMS22
426	ISW1 complex	YBR245C,YKR001C,YLR095C,YMR044W,YPL082C	benchshop	IOC2,IOC4,ISW1,MOT1,VPS1
427	ISW1b chromatin remodeling complex	YBR245C,YLR095C,YMR044W	complex portal	IOC2,IOC4,ISW1
428	nucleolar preribosome, small subunit precursor (GO)	YBR247C,YGR081C,YJL010C,YKL143W,YNL178W	benchshop	ENP1,LTV1,NOP9,RPS3,SLX9
429	wodaklab complex#27	YBR254C,YDR108W,YDR246W,YDR407C,YDR472W,YEL066W,YGR166W,YKR068C,YML077W,YMR218C,YOR115C	wodaklab	BET3,BET5,HPA3,TRS120,TRS130,TRS20,TRS23,TRS31,TRS33,TRS65,TRS85
430	TRAPP complex	YBR254C,YDR108W,YDR246W,YDR407C,YDR472W,YGR166W,YKR068C,YML077W,YMR218C,YOR115C	benchshop	BET3,BET5,GSG1,KRE11,TRS120,TRS130,TRS20,TRS23,TRS31,TRS33
431	TRAPPIII protein complex	YBR254C,YDR108W,YDR246W,YDR472W,YKR068C,YML077W,YOR115C	complex portal	BET3,BET5,TRS20,TRS23,TRS31,TRS33,TRS85
432	TRAPPII protein complex	YBR254C,YDR246W,YDR407C,YDR472W,YEL048C,YGR166W,YKR068C,YML077W,YMR218C,YOR115C	complex portal	BET3,BET5,TCA17,TRS120,TRS130,TRS20,TRS23,TRS31,TRS33,TRS65
433	TRAPPI protein complex	YBR254C,YDR246W,YDR472W,YKR068C,YML077W,YOR115C	complex portal	BET3,BET5,TRS20,TRS23,TRS31,TRS33
434	wodaklab complex#37	YBR259W,YER107C,YFR002W,YGL172W,YGR119C,YIL107C,YIL115C,YJL041W,YJL061W,YMR047C	wodaklab	GLE2,NIC96,NSP1,NUP116,NUP159,NUP49,NUP57,NUP82,PFK26,YBR259W
435	putative Rgd1-Fyv8 complex,wodaklab complex#645	YBR260C,YGR196C	benchshop,wodaklab	FYV8,RGD1
436	MICOS complex	YBR262C,YCL057C-A,YFR011C,YGR235C,YKR016W,YNL100W	complex portal	MIC10,MIC12,MIC19,MIC26,MIC27,MIC60
437	putative Lsg1-Nmd3-Rei1 complex	YBR267W,YGL099W,YHR170W	benchshop	LSG1,NMD3,REI1
438	wodaklab complex#401	YBR274W,YKL008C	wodaklab	CHK1,LAC1
439	nuclear telomere cap complex (GO)	YBR275C,YDL042C,YDL220C,YDR082W,YDR227W,YGR099W,YLR010C,YLR150W,YLR442C,YLR453C,YNL216W	benchshop	CDC13,RAP1,RIF1,RIF2,SIR2,SIR3,SIR4,STM1,STN1,TEL2,TEN1
440	Telosome	YBR275C,YLR453C,YNL216W	complex portal	RAP1,RIF1,RIF2
441	wodaklab complex#108	YBR278W,YDR121W,YJL003W,YNL262W,YPR175W	wodaklab	COX16,DPB2,DPB3,DPB4,POL2
442	DNA polymerase epsilon complex,epsilon DNA polymerase complex	YBR278W,YDR121W,YNL262W,YPR175W	complex portal,benchshop	DPB2,DPB3,DPB4,POL2
443	wodaklab complex#25	YBR279W,YER164W,YGL019W,YGL207W,YGL244W,YIL035C,YJR106W,YKL064W,YLR407W,YML069W,YMR172W,YOL145C,YOR039W,YOR061W,YOR109W,YOR123C	wodaklab	CHD1,CKA1,CKA2,CKB1,CKB2,CTR9,ECM27,HOT1,INP53,LEO1,MNR2,PAF1,POB3,RTF1,SPT16,YLR407W
444	wodaklab complex#99	YBR279W,YGL019W,YGL207W,YGL244W,YIL035C,YLR418C,YML069W,YOL145C,YOR039W,YOR061W,YOR123C	wodaklab	CDC73,CKA1,CKA2,CKB1,CKB2,CTR9,LEO1,PAF1,POB3,RTF1,SPT16
445	PAF1 complex,Cdc73-Paf1 complex	YBR279W,YGL244W,YLR418C,YOL145C,YOR123C	complex portal,benchshop	CDC73,CTR9,LEO1,PAF1,RTF1
446	SCF-Saf1 ubiquitin ligase complex	YBR280C,YDL132W,YDR054C,YDR328C,YOL133W	complex portal	CDC34,CDC53,HRT1,SAF1,SKP1
447	putatie Saf1-Aah1 complex,wodaklab complex#465	YBR280C,YNL141W	benchshop,wodaklab	AAH1,SAF1
448	Glutathione hydrolase complex	YBR281C,YBR281C,YNL191W,YNL191W	complex portal	DUG2,DUG2,DUG3,DUG3
449	Dug2-Dug3 complex	YBR281C,YNL191W	benchshop	DUG2,DUG3
450	wodaklab complex#126	YBR281C,YNL191W,YOL044W,YOR191W	wodaklab	DUG2,DUG3,PEX15,ULS1
451	SSH1 translocon complex	YBR283C,YDR086C,YER019C-A	complex portal	SBH2,SSH1,SSS1
452	translocon complex (GO)	YBR283C,YDR086C,YER019C-A,YER087C-B,YLR378C	benchshop	SBH1,SBH2,SEC61,SSH1,SSS1
453	Adapter complex AP-3,AP-3 adaptor complex,wodaklab complex#159	YBR288C,YGR261C,YJL024C,YPL195W	complex portal,benchshop,wodaklab	APL5,APL6,APM3,APS3
454	RSC complex	YBR289W,YCR020W-B,YCR052W,YDR073W,YDR225W,YDR303C,YFL049W,YFR037C,YGL013C,YGR056W,YGR275W,YHL025W,YHR056C,YIL126W,YJL176C,YKR008W,YLR033W,YLR321C,YLR357W,YML127W,YMR033W,YMR091C,YNR023W,YOR156C,YOR290C,YPL016W,YPR034W	benchshop	ARP7,ARP9,HTA1,HTL1,NFI1,NPL6,PDR1,RSC1,RSC2,RSC3,RSC30,RSC4,RSC58,RSC6,RSC8,RSC9,RTT102,SFH1,SNF11,SNF12,SNF2,SNF5,SNF6,STH1,SWI1,SWI3,SWP82
455	wodaklab complex#35	YBR289W,YDR073W,YFL034C-A,YFL049W,YGL013C,YGR275W,YHL025W,YJL176C,YMR033W,YNR023W,YOR290C,YPL016W,YPR034W	wodaklab	ARP7,ARP9,PDR1,RPL22B,RTT102,SNF11,SNF12,SNF2,SNF5,SNF6,SWI1,SWI3,SWP82
456	SWI/SNF chromatin remodelling complex	YBR289W,YDR073W,YFL049W,YGR275W,YHL025W,YJL176C,YMR033W,YNR023W,YOR290C,YPL016W,YPL129W,YPR034W	complex portal	ARP7,ARP9,RTT102,SNF11,SNF12,SNF2,SNF5,SNF6,SWI1,SWI3,SWP82,TAF14
457	wodaklab complex#125	YBR295W,YGR169C,YKR092C,YML093W	wodaklab	PCA1,PUS6,SRP40,UTP14
458	wodaklab complex#143	YCL001W-A,YHR108W,YJR125C,YNL254C	wodaklab	ENT3,GGA2,RTC4,YCL001W-A
459	wodaklab complex#257	YCL002C,YCR084C,YOL059W	wodaklab	GPD2,TUP1,YCL002C
460	Seipin complex	YCL005W,YLR404W	complex portal	FLD1,LDB16
461	wodaklab complex#58	YCL008C,YGL045W,YGR206W,YLL057C,YLR119W,YNL321W,YPL065W	wodaklab	JLP1,MVB12,RIM8,SRN2,STP22,VNX1,VPS28
462	ESCRT-I complex,ESCRT I complex	YCL008C,YGR206W,YLR119W,YPL065W	complex portal,benchshop	MVB12,SRN2,STP22,VPS28
463	wodaklab complex#205	YCL009C,YFL045C	wodaklab	ILV6,SEC53
464	Acetolactate synthase complex,acetolactate synthase complex (GO)	YCL009C,YMR108W	complex portal,benchshop	ILV2,ILV6
465	wodaklab complex#92	YCL011C,YCL037C,YGL049C,YGL173C,YGR162W,YHL034C,YJL190C,YKL204W,YMR125W,YOL139C	wodaklab	CDC33,EAP1,GBP2,RPS22A,SBP1,SRO9,STO1,TIF4631,TIF4632,XRN1
466	putative Kem1-Gbp2-Sro9-Sbp1 complex	YCL011C,YCL037C,YGL173C,YHL034C	benchshop	GBP2,KEM1,SBP1,SRO9
467	wodaklab complex#19	YCL011C,YDL084W,YDR138W,YDR381W,YDR434W,YEL043W,YHR092C,YHR167W,YML062C,YNL004W,YNL139C,YNL253W,YOR211C,YPL127C	wodaklab	GBP2,GPI17,HHO1,HPR1,HRB1,HXT4,MFT1,MGM1,SUB2,TEX1,THO2,THP2,YEL043W,YRA1
468	wodaklab complex#153	YCL011C,YDR432W,YER165W,YGL049C,YKL113C,YMR125W,YPL178W	wodaklab	CBC2,GBP2,NPL3,PAB1,RAD27,STO1,TIF4632
469	wodaklab complex#182	YCL016C,YHR191C,YJL037W	wodaklab	CTF8,DCC1,IRC18
470	Ctf18 RFC-like complex	YCL016C,YHR191C,YMR078C	benchshop	CTF18,CTF8,DCC1
471	NFS1-ISD11 cysteine desulphurase complex,putative Nfs1-Isd11 complex	YCL017C,YER048W-A	complex portal,benchshop	ISD11,NFS1
472	wodaklab complex#230	YCL017C,YER048W-A,YML101C	wodaklab	CUE4,ISD11,NFS1
473	wodaklab complex#139	YCL021W-A,YDR289C,YGL246C,YOR048C	wodaklab	RAI1,RAT1,RTT103,YCL021W-A
474	wodaklab complex#119	YCL025C,YCL045C,YDR356W,YIL149C	wodaklab	AGP1,EMC1,MLP2,SPC110
475	wodaklab complex#478	YCL026C-B,YKL216W	wodaklab	HBN1,URA1
476	wodaklab complex#671	YCL028W,YKL010C	wodaklab	RNQ1,UFD4
477	CURI complex variant 2	YCL031C,YGL019W,YGR090W,YIL035C,YLR223C,YOR039W	complex portal	CKA1,CKB1,CKB2,IFH1,RRP7,UTP22
478	CURI complex variant 1	YCL031C,YGL019W,YGR090W,YIL035C,YLR223C,YOR039W,YOR061W	complex portal	CKA1,CKA2,CKB1,CKB2,IFH1,RRP7,UTP22
479	UTP-C complex variant 2	YCL031C,YGL019W,YGR090W,YIL035C,YOR039W	complex portal	CKA1,CKB1,CKB2,RRP7,UTP22
480	UTP-C complex variant 1	YCL031C,YGL019W,YGR090W,YIL035C,YOR039W,YOR061W	complex portal	CKA1,CKA2,CKB1,CKB2,RRP7,UTP22
481	CURI complex variant 3	YCL031C,YGL019W,YGR090W,YLR223C,YOR039W,YOR061W	complex portal	CKA2,CKB1,CKB2,IFH1,RRP7,UTP22
482	UTP-C complex variant 3	YCL031C,YGL019W,YGR090W,YOR039W,YOR061W	complex portal	CKA2,CKB1,CKB2,RRP7,UTP22
483	CURI complex (GO)	YCL031C,YGR090W,YLR223C,YOR039W,YPR104C	benchshop	CKB2,FHL1,IFH1,RRP7,UTP22
484	putative Rrp7-Ifh1 complex	YCL031C,YLR223C	benchshop	IFH1,RRP7
485	Ste11-Ste50 complex	YCL032W,YLR362W	benchshop	STE11,STE50
486	HMC complex	YCL037C,YLL024C,YLR256W,YMR186W,YNL064C,YPL240C	complex portal	HAP1,HSC82,HSP82,SRO9,SSA2,YDJ1
487	HAP1 transcriptional repressor complex variant 2	YCL037C,YLL024C,YNL064C	complex portal	SRO9,SSA2,YDJ1
488	HAP1 transcriptional repressor complex - variant 1	YCL037C,YLR256W,YNL064C	complex portal	HAP1,SRO9,YDJ1
489	wodaklab complex#135	YCL043C,YCR010C,YHR204W,YOL049W	wodaklab	ADY2,GSH2,MNL1,PDI1
490	HTM1-PDI1 exomannosidase complex,putative Mnl1-Pdi1 complex	YCL043C,YHR204W	complex portal,benchshop	MNL1,PDI1
491	wodaklab complex#174	YCL044C,YGR149W,YMR115W	wodaklab	MGR1,MGR3,YGR149W
492	i-AAA complex	YCL044C,YMR115W,YPR024W	complex portal	MGR1,MGR3,YME1
493	i-AAA complex (GO)	YCL044C,YPR024W	benchshop	MGR1,YME1
494	Endoplasmic Reticulum Membrane Complex	YCL045C,YGL231C,YIL027C,YJR088C,YKL207W,YLL014W	complex portal	EMC1,EMC2,EMC3,EMC4,EMC5,EMC6
495	wodaklab complex#186	YCL047C,YJL132W,YLR121C	wodaklab	POF1,YJL132W,YPS3
496	Glycosylphosphatidylinositol-mannosyltransferase I complex	YCL052C,YJR013W	complex portal	GPI14,PBN1
497	wodaklab complex#215	YCL057W,YER007C-A,YJR014W	wodaklab	PRD1,TMA20,TMA22
498	wodaklab complex#483	YCL058C,YOR338W	wodaklab	FYV5,YOR338W
499	MYO2-VAC17-VAC8 transport complex	YCL063W,YEL013W,YOR326W	complex portal	MYO2,VAC17,VAC8
500	Mating-type MATalpha1-MCM1 complex 	YCL066W,YCL066W,YMR043W,YMR043W	complex portal	HMLALPHA1,HMLALPHA1,MCM1,MCM1
501	wodaklab complex#660	YCL069W,YPR002W	wodaklab	PDH1,VBA3
502	Gin4 complex	YCR002C,YDL225W,YDR507C,YHR107C,YJR076C,YKR048C,YLR314C,YNL166C	complex portal	BNI5,CDC10,CDC11,CDC12,CDC3,GIN4,NAP1,SHS1
503	septin complex	YCR002C,YDL225W,YHR107C,YJR076C,YJR092W,YLR314C	benchshop	BUD4,CDC10,CDC11,CDC12,CDC3,SHS1
504	wodaklab complex#64	YCR002C,YDL225W,YHR107C,YJR076C,YJR092W,YLR314C,YOR198C	wodaklab	BFR1,BUD4,CDC10,CDC11,CDC12,CDC3,SHS1
505	Septin complex	YCR002C,YDL225W,YHR107C,YJR076C,YLR314C	complex portal	CDC10,CDC11,CDC12,CDC3,SHS1
506	RVS161-RVS167 amphiphysin complex,Rvs161-Rvs167 complex	YCR009C,YDR388W	complex portal,benchshop	RVS161,RVS167
507	wodaklab complex#648	YCR009C,YDR388W,YMR192W,YPL249C	wodaklab	GYL1,GYP5,RVS161,RVS167
508	wodaklab complex#44	YCR012W,YDR050C,YFR053C,YGR192C,YHR174W,YKL060C,YKL152C,YLL050C,YML028W	wodaklab	COF1,ENO2,FBA1,GPM1,HXK1,PGK1,TDH3,TPI1,TSA1
509	putative Tdh3-Pgk1-Eno2-Fba1-Pgm1 complex	YCR012W,YGR192C,YHR174W,YKL060C,YKL152C	benchshop	ENO2,FBA1,GPM1,PGK1,TDH3
510	putative Pol4-Rpn5 complex	YCR014C,YDL147W	benchshop	POL4,RPN5
511	wodaklab complex#100	YCR016W,YHR072W-A,YIL016W,YLR175W,YNL308C	wodaklab	CBF5,KRI1,NOP10,SNL1,YCR016W
512	NatC complex,wodaklab complex#269	YCR020C-A,YEL053C,YPR051W	complex portal,benchshop,wodaklab	MAK10,MAK3,MAK31
513	wodaklab complex#403	YCR023C,YKL217W	wodaklab	JEN1,YCR023C
514	wodaklab complex#388	YCR026C,YOR058C	wodaklab	ASE1,NPP1
515	putative Rim1-Rad52 complex	YCR028C-A,YML032C	benchshop	RAD52,RIM1
516	SYP1 complex	YCR030C	complex portal	SYP1
517	wodaklab complex#17	YCR035C,YDL111C,YDR280W,YGR095C,YGR158C,YGR195W,YHR069C,YHR081W,YML097C,YNL189W,YNL232W,YNR024W,YOL021C,YOL142W,YOR001W,YOR076C	wodaklab	CSL4,DIS3,LRP1,MPP6,MTR3,RRP4,RRP40,RRP42,RRP43,RRP45,RRP46,RRP6,SKI6,SKI7,SRP1,VPS9
518	exosome (RNase complex)	YCR035C,YDL111C,YDR280W,YGR095C,YGR158C,YGR195W,YHR069C,YHR081W,YNL189W,YNL232W,YNR024W,YOL021C,YOL142W,YOR001W,YOR076C	benchshop	CSL4,DIS3,LRP1,MPP6,MTR3,RRP4,RRP40,RRP42,RRP43,RRP45,RRP46,RRP6,SKI6,SKI7,SRP1
519	wodaklab complex#323	YCR036W,YOL162W,YOR154W	wodaklab	RBK1,SLP1,YOL162W
520	wodaklab complex#378	YCR037C,YIL041W	wodaklab	GVP36,PHO87
521	putative Taf8-Taf14-Taf2 TFIID subcomplex,wodaklab complex#520	YCR042C,YML114C,YPL129W	benchshop,wodaklab	TAF14,TAF2,TAF8
522	wodaklab complex#46	YCR043C,YDR245W,YEL036C,YGR132C,YGR231C,YJL183W,YJR075W,YNL279W,YPL050C	wodaklab	ANP1,HOC1,MNN10,MNN11,MNN9,PHB1,PHB2,PRM1,YCR043C
523	BUD23-TRM112 methyltransferase complex	YCR047C,YNR046W	complex portal	BUD23,TRM112
524	wodaklab complex#288	YCR048W,YJL138C,YKR059W	wodaklab	ARE1,TIF1,TIF2
525	wodaklab complex#622	YCR051W,YNL016W	wodaklab	PUB1,YCR051W
526	UTP-B complex	YCR057C,YDR449C,YJL069C,YLR129W,YLR222C,YLR409C	complex portal	DIP2,PWP2,UTP13,UTP18,UTP21,UTP6
527	90S preribosome (GO)	YCR057C,YGR081C,YGR103W,YJL010C,snR17a,snR17b	benchshop	NOP7,NOP9,PWP2,SLX9,SNR17A,SNR17B
528	R2TP complex	YCR060W,YDR190C,YHR034C,YPL235W	complex portal,benchshop	PIH1,RVB1,RVB2,TAH1
529	wodaklab complex#246	YCR065W,YDR406W,YIL013C	wodaklab	HCM1,PDR11,PDR15
530	RAD6-RAD18 ubiquitin ligase complex,Rad6-Rad18 complex,wodaklab complex#457	YCR066W,YGL058W	complex portal,benchshop,wodaklab	RAD18,RAD6
531	wodaklab complex#190	YCR069W,YLR251W,YLR290C	wodaklab	CPR4,SYM1,YLR290C
532	putative Arx1-Rsa4-Sda1-Ipi3-Nsa2-Nog2-Bud20-Ipi1-Mdn1 complex	YCR072C,YDR101C,YER126C,YGR245C,YHR085W,YLR074C,YLR106C,YNL182C,YNR053C	benchshop	ARX1,BUD20,IPI1,IPI3,MDN1,NOG2,NSA2,RSA4,SDA1
533	putative Ade16-Ade17-Sol2 complex,wodaklab complex#238	YCR073W-A,YLR028C,YMR120C	benchshop,wodaklab	ADE16,ADE17,SOL2
534	wodaklab complex#229	YCR075W-A,YKR007W,YMR035W	wodaklab	IMP2,MEH1,YCR075W-A
535	putative Ptc6-Pro2 complex,wodaklab complex#641	YCR079W,YOR323C	benchshop,wodaklab	PRO2,PTC6
