P1	sseqid_PDB	sseqid_chain	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	rank	P2
ENSP00000355325.6	5lf1	Y	100	204	0	0	60	263	1	204	1e-147	417	24	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf3	C	100	248	0	0	1	248	1	248	0	509	9	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf3	K	100	204	0	0	60	263	1	204	1e-147	417	23	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf3	Q	100	248	0	0	1	248	1	248	0	509	8	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf3	Y	100	204	0	0	60	263	1	204	1e-147	417	22	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf4	C	100	248	0	0	1	248	1	248	0	509	7	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf4	K	100	204	0	0	60	263	1	204	1e-147	417	21	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf4	Q	100	248	0	0	1	248	1	248	0	509	6	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf4	Y	100	204	0	0	60	263	1	204	1e-147	417	20	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf6	C	100	248	0	0	1	248	1	248	0	509	5	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf6	K	100	204	0	0	60	263	1	204	1e-147	417	19	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf6	Q	100	248	0	0	1	248	1	248	0	509	4	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf6	Y	100	204	0	0	60	263	1	204	1e-147	417	18	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf7	C	100	248	0	0	1	248	1	248	0	509	3	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf7	K	100	204	0	0	60	263	1	204	1e-147	417	17	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5lf7	Q	100	248	0	0	1	248	1	248	0	509	2	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000355325.6	5lf7	Y	100	204	0	0	60	263	1	204	1e-147	417	16	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000366525.2	5lg8	A	100	175	0	0	1	175	1	175	7e-127	360	1	ENSP00000368207.2
ENSP00000488924.1	5lgy	A	100	198	0	0	55	252	1	198	1e-144	416	67	ENSP00000264731.3,ENSP00000407144.2,ENSP00000317510.5,ENSP00000376253.3,ENSP00000394337.2,ENSP00000346614.5,ENSP00000401661.1,ENSP00000392488.1,ENSP00000376256.2,ENSP00000376254.3,ENSP00000387839.1,ENSP00000389485.1
ENSP00000488924.1	5lgy	A	100	198	0	0	55	252	1	198	1e-144	416	67	ENSP00000367545.4,ENSP00000475143.1,ENSP00000346423.4,ENSP00000474626.1,ENSP00000474322.1,ENSP00000367534.1,ENSP00000367529.1,ENSP00000367537.4,ENSP00000367539.4,ENSP00000350366.3,ENSP00000340740.4
ENSP00000488924.1	5lgy	B	100	198	0	0	55	252	1	198	1e-144	416	66	ENSP00000264731.3,ENSP00000407144.2,ENSP00000317510.5,ENSP00000376253.3,ENSP00000394337.2,ENSP00000346614.5,ENSP00000401661.1,ENSP00000392488.1,ENSP00000376256.2,ENSP00000376254.3,ENSP00000387839.1,ENSP00000389485.1
ENSP00000488924.1	5lgy	B	100	198	0	0	55	252	1	198	1e-144	416	66	ENSP00000367545.4,ENSP00000475143.1,ENSP00000346423.4,ENSP00000474626.1,ENSP00000474322.1,ENSP00000367534.1,ENSP00000367529.1,ENSP00000367537.4,ENSP00000367539.4,ENSP00000350366.3,ENSP00000340740.4
ENSP00000488924.1	5lgy	C	100	198	0	0	55	252	1	198	1e-144	416	65	ENSP00000264731.3,ENSP00000407144.2,ENSP00000317510.5,ENSP00000376253.3,ENSP00000394337.2,ENSP00000346614.5,ENSP00000401661.1,ENSP00000392488.1,ENSP00000376256.2,ENSP00000376254.3,ENSP00000387839.1,ENSP00000389485.1
ENSP00000488924.1	5lgy	C	100	198	0	0	55	252	1	198	1e-144	416	65	ENSP00000367545.4,ENSP00000475143.1,ENSP00000346423.4,ENSP00000474626.1,ENSP00000474322.1,ENSP00000367534.1,ENSP00000367529.1,ENSP00000367537.4,ENSP00000367539.4,ENSP00000350366.3,ENSP00000340740.4
ENSP00000488924.1	5lgy	D	100	198	0	0	55	252	1	198	1e-144	416	64	ENSP00000264731.3,ENSP00000407144.2,ENSP00000317510.5,ENSP00000376253.3,ENSP00000394337.2,ENSP00000346614.5,ENSP00000401661.1,ENSP00000392488.1,ENSP00000376256.2,ENSP00000376254.3,ENSP00000387839.1,ENSP00000389485.1
ENSP00000488924.1	5lgy	D	100	198	0	0	55	252	1	198	1e-144	416	64	ENSP00000367545.4,ENSP00000475143.1,ENSP00000346423.4,ENSP00000474626.1,ENSP00000474322.1,ENSP00000367534.1,ENSP00000367529.1,ENSP00000367537.4,ENSP00000367539.4,ENSP00000350366.3,ENSP00000340740.4
ENSP00000295797.4	5li9	A	100	349	0	0	248	596	2	350	0	726	3	ENSP00000367830.3,ENSP00000424945.1,ENSP00000421587.1,ENSP00000383712.2,ENSP00000427085.1,ENSP00000426412.1,ENSP00000462105.1,ENSP00000424228.1,ENSP00000421869.1,ENSP00000425643.1,ENSP00000425317.1,ENSP00000424763.1,ENSP00000421219.1,ENSP00000421350.1,ENSP00000422349.1,ENSP00000427134.1,ENSP00000422764.1,ENSP00000424398.1
ENSP00000295797.4	5lih	A	100	349	0	0	248	596	1	349	0	726	2	ENSP00000367830.3,ENSP00000424945.1,ENSP00000421587.1,ENSP00000383712.2,ENSP00000427085.1,ENSP00000426412.1,ENSP00000462105.1,ENSP00000424228.1,ENSP00000421869.1,ENSP00000425643.1,ENSP00000425317.1,ENSP00000424763.1,ENSP00000421219.1,ENSP00000421350.1,ENSP00000422349.1,ENSP00000427134.1,ENSP00000422764.1,ENSP00000424398.1
ENSP00000295797.4	5lih	B	100	349	0	0	248	596	1	349	0	726	1	ENSP00000367830.3,ENSP00000424945.1,ENSP00000421587.1,ENSP00000383712.2,ENSP00000427085.1,ENSP00000426412.1,ENSP00000462105.1,ENSP00000424228.1,ENSP00000421869.1,ENSP00000425643.1,ENSP00000425317.1,ENSP00000424763.1,ENSP00000421219.1,ENSP00000421350.1,ENSP00000422349.1,ENSP00000427134.1,ENSP00000422764.1,ENSP00000424398.1
ENSP00000364907.4	5lma	A	100	276	0	0	360	635	2	277	0	578	56	ENSP00000264972.5,ENSP00000400475.2
ENSP00000364907.4	5lmb	A	100	276	0	0	360	635	2	277	0	578	55	ENSP00000264972.5,ENSP00000400475.2
ENSP00000364907.4	5lmb	B	100	276	0	0	360	635	2	277	0	578	54	ENSP00000264972.5,ENSP00000400475.2
ENSP00000355325.6	5ln3	5	100	263	0	0	1	263	1	263	0	536	1	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000359910.4	5ln3	D	100	248	0	0	1	248	1	248	0	509	1	ENSP00000409284.2,ENSP00000440327.2,ENSP00000345584.6,ENSP00000311121.6,ENSP00000482057.1
ENSP00000254976.2	5lob	E	100	63	0	0	141	203	34	96	3e-36	127	38	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000254976.2	5lob	G	100	63	0	0	141	203	34	96	3e-36	127	37	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000254976.2	5low	E	100	63	0	0	141	203	20	82	2e-36	127	25	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000254976.2	5low	G	100	63	0	0	141	203	20	82	2e-36	127	24	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000254976.2	5low	L	100	63	0	0	141	203	20	82	2e-36	127	23	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000254976.2	5low	N	100	63	0	0	141	203	20	82	2e-36	127	22	ENSP00000454214.1,ENSP00000454799.1,ENSP00000457535.1,ENSP00000249647.3,ENSP00000455339.1,ENSP00000455472.1,ENSP00000455652.1,ENSP00000458012.1,ENSP00000454842.1,ENSP00000456035.1,ENSP00000380327.1,ENSP00000456144.1,ENSP00000455102.1,ENSP00000456000.1,ENSP00000207062.1,ENSP00000485888.1,ENSP00000486335.1
ENSP00000340989.4	5lu2	A	100	231	0	0	1	231	1	231	8e-170	474	7	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	5lu2	B	100	231	0	0	1	231	1	231	8e-170	474	6	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000355325.6	5m32	K	100	204	0	0	60	263	1	204	1e-147	417	15	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000355325.6	5m32	Y	100	204	0	0	60	263	1	204	1e-147	417	14	ENSP00000378748.3,ENSP00000364016.3,ENSP00000364015.2
ENSP00000496569.1	5m44	A	100	335	0	0	1	335	1	335	0	701	20	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000496569.1	5m4c	A	100	335	0	0	1	335	1	335	0	701	19	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000335153.7	5m4e	A	100	228	0	0	131	358	25	252	1e-158	469	67	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000496569.1	5m4f	A	100	335	0	0	1	335	1	335	0	701	18	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000335153.7	5m4h	A	100	228	0	0	131	358	25	252	1e-158	469	66	ENSP00000360709.5,ENSP00000325875.3,ENSP00000360609.1,ENSP00000481908.1
ENSP00000496569.1	5m4i	A	100	335	0	0	1	335	1	335	0	701	17	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000227758.2	5m6n	A	100	98	0	0	266	363	21	118	2e-67	220	3	ENSP00000263464.3,ENSP00000432907.1,ENSP00000431718.1,ENSP00000481903.1
ENSP00000227758.2	5m6n	B	100	98	0	0	266	363	21	118	2e-67	220	2	ENSP00000263464.3,ENSP00000432907.1,ENSP00000431718.1,ENSP00000481903.1
ENSP00000237596.2	5mke	A	100	968	0	0	1	968	1	968	0	2002	8	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mke	A	100	968	0	0	1	968	1	968	0	2002	8	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mke	B	100	968	0	0	1	968	1	968	0	2002	7	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mke	B	100	968	0	0	1	968	1	968	0	2002	7	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mke	C	100	968	0	0	1	968	1	968	0	2002	6	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mke	C	100	968	0	0	1	968	1	968	0	2002	6	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mke	D	100	968	0	0	1	968	1	968	0	2002	5	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mke	D	100	968	0	0	1	968	1	968	0	2002	5	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mkf	A	100	968	0	0	1	968	1	968	0	2002	4	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mkf	A	100	968	0	0	1	968	1	968	0	2002	4	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mkf	B	100	968	0	0	1	968	1	968	0	2002	3	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mkf	B	100	968	0	0	1	968	1	968	0	2002	3	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mkf	C	100	968	0	0	1	968	1	968	0	2002	2	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mkf	C	100	968	0	0	1	968	1	968	0	2002	2	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000237596.2	5mkf	D	100	968	0	0	1	968	1	968	0	2002	1	ENSP00000325296.3,ENSP00000434019.1,ENSP00000436514.1,ENSP00000434224.1
ENSP00000237596.2	5mkf	D	100	968	0	0	1	968	1	968	0	2002	1	ENSP00000424885.1,ENSP00000423382.1,ENSP00000388060.2,ENSP00000425513.1,ENSP00000424725.1,ENSP00000290431.5,ENSP00000423926.1
ENSP00000427985.2	5mkv	A	100	503	0	0	119	621	2	504	0	1048	4	ENSP00000381526.3,ENSP00000343690.5,ENSP00000430267.1,ENSP00000428958.1,ENSP00000426720.1
ENSP00000427985.2	5mkv	A	100	503	0	0	119	621	2	504	0	1048	4	ENSP00000339850.3,ENSP00000357616.1
ENSP00000427985.2	5mkv	A	100	503	0	0	119	621	2	504	0	1048	4	ENSP00000321606.7,ENSP00000380987.2,ENSP00000425742.1
ENSP00000427985.2	5mkv	B	100	503	0	0	119	621	2	504	0	1048	3	ENSP00000381526.3,ENSP00000343690.5,ENSP00000430267.1,ENSP00000428958.1,ENSP00000426720.1
ENSP00000427985.2	5mkv	B	100	503	0	0	119	621	2	504	0	1048	3	ENSP00000339850.3,ENSP00000357616.1
ENSP00000427985.2	5mkv	B	100	503	0	0	119	621	2	504	0	1048	3	ENSP00000321606.7,ENSP00000380987.2,ENSP00000425742.1
ENSP00000427985.2	5mkv	C	100	503	0	0	119	621	2	504	0	1048	2	ENSP00000381526.3,ENSP00000343690.5,ENSP00000430267.1,ENSP00000428958.1,ENSP00000426720.1
ENSP00000427985.2	5mkv	C	100	503	0	0	119	621	2	504	0	1048	2	ENSP00000339850.3,ENSP00000357616.1
ENSP00000427985.2	5mkv	C	100	503	0	0	119	621	2	504	0	1048	2	ENSP00000321606.7,ENSP00000380987.2,ENSP00000425742.1
ENSP00000427985.2	5mkv	D	100	503	0	0	119	621	2	504	0	1048	1	ENSP00000381526.3,ENSP00000343690.5,ENSP00000430267.1,ENSP00000428958.1,ENSP00000426720.1
ENSP00000427985.2	5mkv	D	100	503	0	0	119	621	2	504	0	1048	1	ENSP00000339850.3,ENSP00000357616.1
ENSP00000427985.2	5mkv	D	100	503	0	0	119	621	2	504	0	1048	1	ENSP00000321606.7,ENSP00000380987.2,ENSP00000425742.1
ENSP00000341826.6	5mpg	A	100	96	0	0	2	97	2	97	3e-61	197	18	ENSP00000350090.2
ENSP00000341826.6	5mpg	A	100	96	0	0	2	97	2	97	3e-61	197	18	ENSP00000376309.2,ENSP00000408487.1,ENSP00000416340.1,ENSP00000400688.2
ENSP00000341826.6	5mpg	A	100	96	0	0	2	97	2	97	3e-61	197	18	ENSP00000497298.1,ENSP00000346694.4,ENSP00000354021.4,ENSP00000349101.7,ENSP00000478691.1
ENSP00000341826.6	5mpl	A	100	102	0	0	95	196	1	102	1e-68	217	17	ENSP00000350090.2
ENSP00000341826.6	5mpl	A	100	102	0	0	95	196	1	102	1e-68	217	17	ENSP00000376309.2,ENSP00000408487.1,ENSP00000416340.1,ENSP00000400688.2
ENSP00000341826.6	5mpl	A	100	102	0	0	95	196	1	102	1e-68	217	17	ENSP00000497298.1,ENSP00000346694.4,ENSP00000354021.4,ENSP00000349101.7,ENSP00000478691.1
ENSP00000381531.5	5mqv	A	100	294	0	0	1	294	21	314	0	620	49	ENSP00000352929.3,ENSP00000400494.1,ENSP00000403610.1,ENSP00000384074.1,ENSP00000412194.1,ENSP00000407235.2,ENSP00000384426.3,ENSP00000397460.1,ENSP00000403057.1,ENSP00000412335.1,ENSP00000380044.1
ENSP00000381531.5	5mqv	B	100	294	0	0	1	294	21	314	0	620	48	ENSP00000352929.3,ENSP00000400494.1,ENSP00000403610.1,ENSP00000384074.1,ENSP00000412194.1,ENSP00000407235.2,ENSP00000384426.3,ENSP00000397460.1,ENSP00000403057.1,ENSP00000412335.1,ENSP00000380044.1
ENSP00000381531.5	5mqv	C	100	294	0	0	1	294	21	314	0	620	47	ENSP00000352929.3,ENSP00000400494.1,ENSP00000403610.1,ENSP00000384074.1,ENSP00000412194.1,ENSP00000407235.2,ENSP00000384426.3,ENSP00000397460.1,ENSP00000403057.1,ENSP00000412335.1,ENSP00000380044.1
ENSP00000381531.5	5mqv	D	100	294	0	0	1	294	21	314	0	620	46	ENSP00000352929.3,ENSP00000400494.1,ENSP00000403610.1,ENSP00000384074.1,ENSP00000412194.1,ENSP00000407235.2,ENSP00000384426.3,ENSP00000397460.1,ENSP00000403057.1,ENSP00000412335.1,ENSP00000380044.1
ENSP00000381531.5	5mqv	E	100	294	0	0	1	294	21	314	0	620	45	ENSP00000352929.3,ENSP00000400494.1,ENSP00000403610.1,ENSP00000384074.1,ENSP00000412194.1,ENSP00000407235.2,ENSP00000384426.3,ENSP00000397460.1,ENSP00000403057.1,ENSP00000412335.1,ENSP00000380044.1
ENSP00000381531.5	5mqv	F	100	294	0	0	1	294	21	314	0	620	44	ENSP00000352929.3,ENSP00000400494.1,ENSP00000403610.1,ENSP00000384074.1,ENSP00000412194.1,ENSP00000407235.2,ENSP00000384426.3,ENSP00000397460.1,ENSP00000403057.1,ENSP00000412335.1,ENSP00000380044.1
ENSP00000340989.4	5my9	A	100	231	0	0	1	231	6	236	9e-170	474	14	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000369375.4	5mya	A	100	300	0	0	443	742	24	323	0	621	11	ENSP00000361554.3,ENSP00000440063.1
ENSP00000369375.4	5mya	B	100	300	0	0	443	742	24	323	0	621	10	ENSP00000361554.3,ENSP00000440063.1
ENSP00000369375.4	5myb	A	100	300	0	0	443	742	24	323	0	621	9	ENSP00000361554.3,ENSP00000440063.1
ENSP00000369375.4	5myb	B	100	300	0	0	443	742	24	323	0	621	8	ENSP00000361554.3,ENSP00000440063.1
ENSP00000340989.4	5myc	A	100	231	0	0	1	231	6	236	9e-170	474	13	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000300161.4	5n10	A	100	246	0	0	1	246	1	246	0	508	2	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000300161.4	5n10	B	100	246	0	0	1	246	4	249	0	508	1	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000496569.1	5n1v	A	100	336	0	0	1	336	1	336	0	702	16	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000496569.1	5n1v	B	100	336	0	0	1	336	1	336	0	702	15	ENSP00000262506.3,ENSP00000456606.2,ENSP00000457911.1,ENSP00000454874.1
ENSP00000340989.4	5n5r	A	100	231	0	0	1	231	6	236	9e-170	474	12	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	5n5t	A	100	231	0	0	1	231	6	236	9e-170	474	11	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000340989.4	5n5w	A	100	231	0	0	1	231	6	236	9e-170	474	10	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
ENSP00000364721.5	5n74	A	100	58	0	0	191	248	1	58	1e-32	119	19	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	B	100	58	0	0	191	248	1	58	1e-32	119	18	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	C	100	58	0	0	191	248	1	58	1e-32	119	17	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	D	100	58	0	0	191	248	1	58	1e-32	119	16	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	E	100	58	0	0	191	248	1	58	1e-32	119	15	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	F	100	58	0	0	191	248	1	58	1e-32	119	14	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	G	100	58	0	0	191	248	1	58	1e-32	119	13	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000364721.5	5n74	H	100	58	0	0	191	248	1	58	1e-32	119	12	ENSP00000233121.2,ENSP00000383915.3,ENSP00000497057.1,ENSP00000391705.1,ENSP00000385715.1
ENSP00000340989.4	5n75	A	100	231	0	0	1	231	6	236	9e-170	474	9	ENSP00000379287.2,ENSP00000379286.3,ENSP00000309503.3,ENSP00000428860.1,ENSP00000430072.1,ENSP00000429623.1,ENSP00000428775.1,ENSP00000379283.2,ENSP00000379278.2,ENSP00000379281.3,ENSP00000395114.2,ENSP00000430058.1,ENSP00000429041.1,ENSP00000416551.1,ENSP00000394880.1,ENSP00000428381.1,ENSP00000430219.1,ENSP00000379288.2,ENSP00000398599.1
