P1_ID	P2_ID	HM_P1	HM_P2	HET	Strict_HM_P1	Strict_HM_P2
ENSP00000333982.7	ENSP00000460436.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000460996.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000461729.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000459875.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000459863.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000461748.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000333982.7	ENSP00000459918.1	2v66_1	NA	NA	2v66_1	NA
ENSP00000352222.4	ENSP00000361704.4	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000277853.5	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000315599.3	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000393784.1	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000307082.7	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000361851.1	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000405561.1	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000378243.3	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000319060.3	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000410298.2	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000261793.8	ENSP00000425824.1	NA	2w2c_1	NA	NA	2w2c_1
ENSP00000425824.1	ENSP00000427580.1	2w2c_1	NA	NA	2w2c_1	NA
ENSP00000425824.1	ENSP00000426607.1	2w2c_1	NA	NA	2w2c_1	NA
ENSP00000325748.4	ENSP00000442539.2	3w8h_1	NA	NA	NA	NA
ENSP00000325748.4	ENSP00000365737.4	3w8h_1	NA	NA	NA	NA
ENSP00000325748.4	ENSP00000365730.3	3w8h_1	NA	NA	NA	NA
ENSP00000325748.4	ENSP00000402810.1	3w8h_1	NA	NA	NA	NA
ENSP00000325748.4	ENSP00000402764.1	3w8h_1	NA	NA	NA	NA
ENSP00000325748.4	ENSP00000380651.3	3w8h_1	NA	NA	NA	NA
ENSP00000405209.1	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000330032.4	ENSP00000474090.1	3euf_1	3p0f_1	NA	3euf_1	3p0f_1
ENSP00000387607.1	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000408899.1	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000414963.1	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000378931.4	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000390118.1	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000378927.3	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000396820.1	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000413611.2	ENSP00000474090.1	NA	3p0f_1	NA	NA	3p0f_1
ENSP00000265560.4	ENSP00000448393.1	2y6e_1	NA	NA	NA	NA
ENSP00000265560.4	ENSP00000446843.1	2y6e_1	NA	NA	NA	NA
ENSP00000265560.4	ENSP00000449563.1	2y6e_1	NA	NA	NA	NA
ENSP00000265560.4	ENSP00000447367.1	2y6e_1	NA	NA	NA	NA
ENSP00000265560.4	ENSP00000448372.1	2y6e_1	NA	NA	NA	NA
ENSP00000265560.4	ENSP00000446559.1	2y6e_1	NA	NA	NA	NA
ENSP00000258123.4	ENSP00000265560.4	NA	2y6e_1	NA	NA	NA
ENSP00000265560.4	ENSP00000447603.1	2y6e_1	NA	NA	NA	NA
ENSP00000265560.4	ENSP00000309240.6	2y6e_1	NA	NA	NA	NA
ENSP00000264731.3	ENSP00000475143.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000346423.4	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000474626.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000474322.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000367534.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000367529.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000367537.4	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000367539.4	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000350366.3	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000340740.4	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000410739.2	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000352610.4	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000484409.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000478499.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000481179.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000484375.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000481401.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000477531.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000478219.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000269305.4	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000481638.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000398846.2	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000391127.2	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000482222.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000480868.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000391478.2	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000482537.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000458393.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000425104.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000423862.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000424104.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000473895.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000426252.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000482258.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000264731.3	ENSP00000482903.1	4a9z_1	NA	NA	4a9z_1	NA
ENSP00000005178.5	ENSP00000399558.1	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000406608.1	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000282077.2	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000376352.2	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000386985.1	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000413629.1	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000399160.1	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000005178.5	ENSP00000388366.1	2zkj_1	NA	NA	2zkj_1	NA
ENSP00000244458.2	ENSP00000263246.3	3hah_1	3abh_1	NA	3hah_1	3abh_1
ENSP00000263246.3	ENSP00000363155.1	3abh_1	NA	NA	3abh_1	NA
ENSP00000263246.3	ENSP00000484060.1	3abh_1	NA	NA	3abh_1	NA
ENSP00000263246.3	ENSP00000439639.1	3abh_1	NA	NA	3abh_1	NA
ENSP00000303709.3	ENSP00000473525.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473639.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473345.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473591.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000386788.3	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473264.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473521.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473623.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000473642.1	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000303709.3	ENSP00000376215.2	3bzh_1	NA	NA	3bzh_1	NA
ENSP00000312987.3	ENSP00000346339.1	3cbb_1	NA	NA	4b7w_1	NA
ENSP00000363304.1	ENSP00000493178.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492888.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491866.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493435.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493282.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492922.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492988.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493049.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491938.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493045.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493072.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493176.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493208.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493275.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493013.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493290.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492292.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493407.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000378598.5	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493344.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492903.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492913.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493100.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492941.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493309.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493105.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491089.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493040.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493270.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493094.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493313.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493373.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493375.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493001.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493064.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493428.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493444.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493030.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493237.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492912.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493092.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492809.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493169.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493199.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493009.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493038.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493455.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493336.1	4ux9_1	NA	NA	NA	NA
ENSP00000352157.4	ENSP00000363304.1	NA	4ux9_1	NA	NA	NA
ENSP00000363304.1	ENSP00000378586.4	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493067.1	4ux9_1	NA	NA	NA	NA
ENSP00000309857.4	ENSP00000363304.1	NA	4ux9_1	NA	NA	NA
ENSP00000363304.1	ENSP00000491626.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000378595.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492920.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493329.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493408.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492972.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492231.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493051.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492926.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493360.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493306.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493450.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493339.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493259.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492942.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492484.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493394.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493350.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492956.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493215.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491122.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493395.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493361.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493377.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492996.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493403.1	4ux9_1	NA	NA	NA	NA
ENSP00000355297.3	ENSP00000363304.1	NA	4ux9_1	NA	NA	NA
ENSP00000363304.1	ENSP00000378589.5	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493204.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493177.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493206.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000425654.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493008.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493396.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493163.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493368.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493447.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492886.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492898.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493400.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493363.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493168.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492929.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000420987.3	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493225.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491306.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493414.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493356.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491160.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493022.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493381.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491414.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493374.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493125.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000424154.3	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493214.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492204.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493413.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492938.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493310.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493378.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493451.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493080.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492904.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492967.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493239.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493409.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492213.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491686.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000422277.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000422985.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492266.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493294.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493165.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000424755.3	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000421762.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493249.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493078.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000423918.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491462.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493426.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493258.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493032.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491304.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493274.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492593.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492980.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000421409.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493210.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000491389.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000424128.3	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492508.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492998.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000492976.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493358.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000493117.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000490974.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000414469.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000394560.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000377028.3	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000389338.1	4ux9_1	NA	NA	NA	NA
ENSP00000345524.6	ENSP00000363304.1	NA	4ux9_1	NA	NA	NA
ENSP00000321410.6	ENSP00000363304.1	NA	4ux9_1	NA	NA	NA
ENSP00000363304.1	ENSP00000377029.4	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000397422.2	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000430608.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000443149.1	4ux9_1	NA	NA	NA	NA
ENSP00000363304.1	ENSP00000380262.3	4ux9_1	NA	NA	NA	NA
ENSP00000371341.2	ENSP00000458834.1	4ewh_1	NA	NA	4id7_1	NA
ENSP00000371341.2	ENSP00000459799.1	4ewh_1	NA	NA	4id7_1	NA
ENSP00000371341.2	ENSP00000475164.1	4ewh_1	NA	NA	4id7_1	NA
ENSP00000371341.2	ENSP00000466590.1	4ewh_1	NA	NA	4id7_1	NA
ENSP00000371341.2	ENSP00000460146.1	4ewh_1	NA	NA	4id7_1	NA
ENSP00000005756.4	ENSP00000330032.4	NA	3euf_1	NA	NA	3euf_1
ENSP00000315931.3	ENSP00000358814.5	3gvp_1	NA	NA	3gvp_1	NA
ENSP00000315931.3	ENSP00000352092.3	3gvp_1	NA	NA	3gvp_1	NA
ENSP00000315931.3	ENSP00000377238.4	3gvp_1	NA	NA	3gvp_1	NA
ENSP00000222286.3	ENSP00000380065.1	3h9e_1	NA	NA	3h9e_1	NA
ENSP00000222286.3	ENSP00000380070.1	3h9e_1	NA	NA	3h9e_1	NA
ENSP00000222286.3	ENSP00000380068.1	3h9e_1	NA	NA	3h9e_1	NA
ENSP00000222286.3	ENSP00000380067.1	3h9e_1	NA	NA	3h9e_1	NA
ENSP00000222286.3	ENSP00000478864.1	3h9e_1	NA	NA	3h9e_1	NA
ENSP00000244458.2	ENSP00000422788.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000385952.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000385372.3	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000385040.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000489297.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000398573.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000396816.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000403435.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000399953.1	3hah_1	NA	NA	3hah_1	NA
ENSP00000244458.2	ENSP00000338379.4	3hah_1	NA	NA	3hah_1	NA
ENSP00000336747.6	ENSP00000446236.1	3i00_1	NA	NA	NA	NA
ENSP00000255499.2	ENSP00000425840.1	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000304321.3	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000394581.2	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000425947.2	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000425568.1	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000399090.1	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000295317.3	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000429509.1	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000430237.1	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000261947.4	3icu_1	NA	NA	3icu_1	NA
ENSP00000255499.2	ENSP00000430999.1	3icu_1	NA	NA	3icu_1	NA
ENSP00000352222.4	ENSP00000497602.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000496963.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000496792.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000497714.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000497744.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000497762.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000497901.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000361699.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000497698.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000352222.4	ENSP00000497446.1	3ihl_1	NA	NA	3ihl_1	NA
ENSP00000261366.5	ENSP00000357284.2	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000357282.3	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000395597.2	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000424518.1	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000357280.1	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000426535.1	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000421821.1	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000424977.1	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000355292.5	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000261366.5	ENSP00000292304.3	3tyy_1	NA	NA	3tyy_1	NA
ENSP00000333657.3	ENSP00000381601.2	NA	3ljb_1	NA	NA	3ljb_1
ENSP00000381601.2	ENSP00000393975.1	3ljb_1	NA	NA	3ljb_1	NA
ENSP00000381601.2	ENSP00000389256.1	3ljb_1	NA	NA	3ljb_1	NA
ENSP00000381601.2	ENSP00000411179.1	3ljb_1	NA	NA	3ljb_1	NA
ENSP00000381601.2	ENSP00000410188.1	3ljb_1	NA	NA	3ljb_1	NA
ENSP00000257749.4	ENSP00000447332.1	3ohu_1	NA	NA	3ohu_1	NA
ENSP00000257749.4	ENSP00000449316.1	3ohu_1	NA	NA	3ohu_1	NA
ENSP00000257749.4	ENSP00000448663.1	3ohu_1	NA	NA	3ohu_1	NA
